"sample_id","redcap_repeat_instance","ngs_runid","duplicate_id","ngs_rundate","ngs_location","ngs_provider","ngs_submission","ngs_platform","primer_scheme","primer_scheme_version","nanopore_platform","ngs_flowcell","illumina_platform","ngs_prep","ngs_barcode","ngs_library","ngs_analysis_type","ngs_merged_from","total_reads","mapped_reads","mean_depth","stdev_depth","median_depth","minimum_reads","maximum_reads","genomecov_depthx1","genomecov_depthx5","genomecov_depthx20","genomecov_depthx100","negative_control_sample","genbank_accession","consensus_coverage","consensus_fasta","ngs_notes","sample_labid","sample_sequenceid","sample_batchid","apha_sub","apha_rv","sample_tissuetype","sample_buffer","country","hmpcr_n405","rtassay","rtqpcr","lateral_flow_test","fat","drit","diagnostic_result","test_centre","diag_notes","genome_length","coverage_percent","qc_status"
"SD276","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"14618752","401835","3228",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210311",0,NA,"Neg  taqman (26.02.13)

Repeat: Pos taqman on repeat (Ct 16.4)","RV3154","SUB3300","12-Aug","SUB3300","RV3154","Brain","Unknown","TZA: Tanzania","NA","Unknown","16.4","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD277","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"s502/n706",NA,NA,NA,"2498047","13","0.209678772","0.743805322","0","0","7","1456","129","0","0","No",NA,1.081942464,NA,NA,"RV3112","SUB3301","12-Aug","SUB3301","RV3112","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","26.29","NA","NA","NA","Positive","APHA",NA,11923,0.00907441469428835,"Low coverage"
"SD278","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq1;nextseq_dec14","18115513","68797","761",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210290",0,NA,NA,"RV3113","RV3113","12-Aug","SUB3302","RV3113","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","15.5","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD279A","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N709/S505",NA,"Single run",NA,"426804","7639","160.3071375","62.99852962","148","1","370","11923","11914","11894","10090","No","KY210291",99.92451564,NA,NA,"RV3114","SUB3303","12-Aug","SUB3303","RV3114","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.82","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD279B","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N710/S505",NA,"Single run",NA,"399997","1393","29.40090581","12.19908277","29","1","66","11923","11848","8989","0","No","KY210292",99.37096368,NA,NA,"RV3115","SUB3304","12-Aug","SUB3304","RV3115","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.08","NA","NA","NA","Positive","APHA",NA,11923,0.833439265956555,"Low coverage"
"SD280","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s503/n702",NA,NA,NA,"10854298","57758","996.3816154","311.218785","974","0","1857","11920","11914","11893","11771","No",NA,99.92451564,NA,NA,"RV3116","RV3116","12-Aug","SUB3305","RV3116","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","30.73","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD281","1","miseq7","1","8/20/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N712/S506",NA,"Single run",NA,"1165598","2787","57.95345131","22.23147122","55","2","134","11923","11914","11737","439","No","KR906783",99.92451564,NA,NA,"RV3117","SUB3306","12-Aug","SUB3306","RV3117","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.98","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD282","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s505/n711",NA,NA,NA,"78","2","0.042103497","0.221867757","0","0","2","449","0","0","0","No",NA,0,NA,NA,"RV3118","SUB3307","12-Aug","SUB3307","RV3118","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.22","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD283","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;nextseq_dec14","15519701","7634","81",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210293",0,NA,NA,"RV3119","RV3119","12-Aug","SUB3308","RV3119","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.25","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD284","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","nextseq_dec14;polyomics16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,"Possible taqman 35.83 (26.02.13)

Repeat: Neg  taqman (28.02.13)","SUB3309","SUB3309","12-Aug","SUB3309",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","no ct","NA","NA","NA",NA,"APHA",NA,11923,0,"Low coverage"
"SD285","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"s503/n703",NA,NA,NA,"301010","179","3.74318544","3.059407785","3","0","18","9905","4177","0","0","No",NA,35.03312925,NA,NA,"RV3120","SUB3310","12-Aug","SUB3310","RV3120","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","26.29","NA","NA","NA","Positive","APHA",NA,11923,0.293828140988006,"Low coverage"
"SD286A","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","nextseq_dec14;polyomics16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"SUB3311","SUB3311","12-Aug","SUB3311",NA,"Brain","Unknown","TZA: Tanzania","NA","Unknown","no ct","NA","NA","NA",NA,"APHA",NA,11923,0,"Low coverage"
"SD286B","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N711/S505",NA,"Single run",NA,"660062","6904","132.6931141","59.68564277","118","0","410","11920","11867","11855","8405","No","KY210294",99.53031955,NA,NA,"RV3121","SUB3312","12-Aug","SUB3312","RV3121","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.24","NA","NA","NA","Positive","APHA",NA,11923,0.83477580768263,"Low coverage"
"SD287","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N712/S505",NA,"Single run",NA,"664266","2800","56.34462803","48.89694606","39","1","266","11923","11867","10904","1526","No","KY210295",99.53031955,NA,NA,"RV3122","SUB3313","12-Aug","SUB3313","RV3122","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.7","NA","NA","NA","Positive","APHA",NA,11923,0.83477580768263,"Low coverage"
"SD288","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N707/S506",NA,"Single run",NA,"764938","3315","65.38002181","32.59372189","58","3","207","11923","11918","11655","1331","No","KR906792",99.95806425,NA,NA,"RV3123","SUB3314","12-Aug","SUB3314","RV3123","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.63","NA","NA","NA","Positive","APHA",NA,11923,0.838363367021723,"Low coverage"
"SD289","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N708/S506",NA,"Single run",NA,"451627","4198","87.09217479","73.05495636","60","1","423","11923","11920","11660","2960","No","KY210296",99.97483855,NA,NA,"RV3124","SUB3315","12-Aug","SUB3315","RV3124","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.42","NA","NA","NA","Positive","APHA",NA,11923,0.83850405560681,"Low coverage"
"SD290","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;nextseq_dec14","16181484","10504","105",NA,NA,NA,NA,NA,NA,NA,NA,"No","KR906784",0,NA,NA,"RV3125","RV3125","12-Aug","SUB3316","RV3125","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","25.08","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD291","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s503/n704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3126","SUB3317","12-Aug","SUB3317","RV3126","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","30.52","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD292","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N709/S506",NA,"Single run",NA,"230071","9926","204.6910174","110.7397522","165","0","558","11922","11895","11844","10352","No","KR906785",99.76515978,NA,NA,"RV3127","SUB3318","12-Aug","SUB3318","RV3127","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.8","NA","NA","NA","Positive","APHA",NA,11923,0.836745448125472,"Low coverage"
"SD293","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N710/S506",NA,"Single run",NA,"1021960","4319","89.40837038","52.54103184","73","8","302","11923","11923","11849","3382","No","KR906786",100,NA,NA,"RV3128","SUB3319","12-Aug","SUB3319","RV3128","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.59","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD294","3","Merged","2",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;deepSeq14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3129","RV3129","12-Aug","SUB3320","RV3129","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.71","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD295","3","Merged","2",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq1;deepSeq14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3130","RV3130","12-Aug","SUB3321","RV3130","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","16.41","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD296","3","Merged","2",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;deepSeq14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3131","RV3131","12-Aug","SUB3322","RV3131","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.62","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD297","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S502",NA,"Single run",NA,"244751","679","14.00075484","7.122452062","13","0","40","11918","11128","2734","0","No","KR906788",93.33221505,NA,NA,"RV3132","SUB3323","12-Aug","SUB3323","RV3132","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","25.39","NA","NA","NA","Positive","APHA",NA,11923,0.782791370041097,"Low coverage"
"SD300","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;nextseq_dec14","14589139","11715","118",NA,NA,NA,NA,NA,NA,NA,NA,"No","KR906789",0,NA,NA,"RV3133","RV3133","12-Aug","SUB3326","RV3133","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.52","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD301","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N712/S506",NA,"Single run",NA,"640258","1562","34.63859767","19.47468067","29","0","114","11914","11836","9762","182","No","KY210299",99.27031787,NA,NA,"RV3134","SUB3327","12-Aug","SUB3327","RV3134","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.89","NA","NA","NA","Positive","APHA",NA,11923,0.832595134362157,"Low coverage"
"SD302","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N707/S507",NA,"Single run",NA,"663534","4674","96.27769857","46.03332012","89","5","315","11923","11923","11813","4585","No","KY210300",100,NA,NA,"RV3135","SUB3328","12-Aug","SUB3328","RV3135","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.39","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD303","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N708/S507",NA,"Single run",NA,"496004","7170","154.9596578","50.94174647","147","6","288","11923","11923","11857","10447","No","KY210301",100,NA,NA,"RV3136","SUB3329","12-Aug","SUB3329","RV3136","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.89","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD304","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N701/S503",NA,"Single run",NA,"336278","6775","140.7820179","61.4248712","132","0","389","11920","11914","11837","8758","No","KY210302",99.92451564,NA,NA,"RV3137","SUB3330","12-Aug","SUB3330","RV3137","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","14.98","NA","NA","NA","Positive","APHA",NA,11923,0.838081989767676,"Low coverage"
"SD305","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N709/S507",NA,"Single run",NA,"816797","5924","127.0301099","45.4865532","120","15","284","11923","11923","11907","8582","No","KY210303",100,NA,NA,"RV3138","SUB3331","12-Aug","SUB3331","RV3138","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","18.71","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD307","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N710/S507",NA,"Single run",NA,"750017","3499","75.00310325","31.97787054","73","2","189","11923","11891","11771","2373","No","KY210304",99.73161117,NA,NA,"RV3139","SUB3333","12-Aug","SUB3333","RV3139","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","17.92","NA","NA","NA","Positive","APHA",NA,11923,0.836464070871425,"Low coverage"
"SD308","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N711/S507",NA,"Single run",NA,"950292","46140","739.9427158","182.38087","739","33","1238","11923","11923","11923","11873","No","KR906790",100,NA,NA,"RV3140","SUB3334","12-Aug","SUB3334","RV3140","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.64","NA","NA","NA","Positive","APHA",NA,11923,0.838715088484442,"Low coverage"
"SD309","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N703/S504",NA,"Single run",NA,"117361","0","0","0","0","0","0","0","0","0","0","No",NA,0,NA,NA,"RV3141","SUB3335","12-Aug","SUB3335","RV3141","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","28.51","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD311A","1","miseq6","1","8/5/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N712/S507",NA,"Single run",NA,"513626","838","18.58458442","8.573206501","17","0","54","11914","11805","4694","0","No",NA,99.0103162,NA,NA,"RV3142","RV3142","12-Aug","SUB3337","RV3142","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","23.32","NA","NA","NA","Positive","APHA",NA,11923,0.830414461125556,"Low coverage"
"SD311B","2","polyomics16","2","2/1/16","polyomics",NA,NA,"Illumina",NA,NA,NA,NA,"Nextseq 500",NA,"s504/n703",NA,NA,NA,"2423204","84","1.835779586","1.65691974","2","0","9","8815","694","0","0","No",NA,5.820682714,NA,NA,"RV3143","SUB3338","12-Aug","SUB3338","RV3143","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","27.51","NA","NA","NA","Positive","APHA",NA,11923,0.0488189441751237,"Low coverage"
"SD312","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N705/S504",NA,"Single run",NA,"135495","67","1.301518074","1.722119985","0","0","10","5901","600","0","0","No",NA,5.032290531,NA,NA,"RV3144","SUB3339","12-Aug","SUB3339","RV3144","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","29.35","NA","NA","NA","Positive","APHA",NA,11923,0.0422065799798708,"Low coverage"
"SD314","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq6;nextseq_dec14","15216797","10232","110",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210305",0,NA,NA,"RV3145","RV3145","12-Aug","SUB3341","RV3213","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","25.09","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD317","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq7;nextseq_dec14","16819682","13702","135",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210306",0,NA,NA,"RV3146","RV3146","12-Aug","SUB3344","RV3146","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.35","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD320","1","miseq1","1","6/10/13","CVR",NA,NA,"Illumina",NA,NA,NA,NA,"Miseq",NA,"N706/S504",NA,"Single run",NA,"132741","25","0.509519416","1.024759314","0","0","7","2996","84","0","0","No",NA,0.704520674,NA,NA,"RV3148","SUB3347","12-Aug","SUB3347","RV3148","Brain","Unknown","TZA: Tanzania","NA","Unknown","29.02","NA","NA","NA","Positive","APHA",NA,11923,0.00590892119433029,"Low coverage"
"SD320B","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","miseq7;nextseq_dec14","14910632","4003","42",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210309",0,NA,NA,"RV3152","SUB3420","12-Aug","SUB3420","RV3152","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","22.86","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD323","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","nextseq_dec14;polyomics16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3046","SUB4610","14-Oct","SUB4610","RV3046","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","30.69","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD325","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"14822146","193963","1634",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210245",0,NA,NA,"RV3047","SUB4612","14-Oct","SUB4612","RV3047","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.31","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD326","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"13774437","92882","865",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210246",0,NA,NA,"RV3048","SUB4613","14-Oct","SUB4613","RV3048","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.82","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD327","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"14925758","68578","634",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210247",0,NA,NA,"RV3049","SUB4614","14-Oct","SUB4614","RV3049","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.13","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD329","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12716032","689856","5022",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210248",0,NA,NA,"RV3050","SUB4616","14-Oct","SUB4616","RV3050","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","17.98","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD331","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"13274035","33398","308",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210249",0,NA,NA,"RV3051","SUB4618","14-Oct","SUB4618","RV3051","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.98","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD334","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"10917330","110185","1077",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210250",0,NA,NA,"RV3052","SUB4620","14-Oct","SUB4620","RV3052","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","15.76","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD335","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"11787802","61379","600",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210251",0,NA,NA,"RV3053","SUB4621","14-Oct","SUB4621","RV3053","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","20.48","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD336","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","nextseq_dec14;polyomics16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3054","SUB4622","14-Oct","SUB4622","RV3054","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","37.19","NA","NA","NA","Negative","APHA",NA,11923,0,"Low coverage"
"SD338A","3","Merged","3",NA,NA,NA,NA,"Illumina",NA,NA,NA,NA,"Unknown",NA,NA,NA,"Merged runs","nextseq_dec14;polyomics16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,0,NA,NA,"RV3056","SUB4625","14-Oct","SUB4625","RV3056","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","34.19","Positive","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD339","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"13502719","629341","4329",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210252",0,NA,NA,"RV3057","SUB4627","14-Oct","SUB4627","RV3057","Brain","Unknown","TZA: Tanzania","Pos2","Unknown","27.2","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD341","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"11873546","143723","1031",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210253",0,NA,NA,"RV3058","SUB4629","14-Oct","SUB4629","RV3058","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","21.92","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD342","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12420277","786476","4587",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210254",0,NA,NA,"RV3059","SUB4630","14-Oct","SUB4630","RV3059","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","25.78","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD343","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12150398","316716","2450",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210255",0,NA,NA,"RV3060","SUB4631","14-Oct","SUB4631","RV3060","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","26.46","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD345","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"12380235","386682","2883",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210256",0,NA,NA,"RV3061","SUB4633","14-Oct","SUB4633","RV3061","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","24.47","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
"SD348","1","nextseq_dec14","1","11/7/14","polyomics",NA,"17716703","Illumina",NA,NA,NA,NA,"Nextseq 500",NA,NA,NA,"Single run",NA,"11500684","37364","365",NA,NA,NA,NA,NA,NA,NA,NA,"No","KY210257",0,NA,NA,"RV3063","SUB4636","14-Oct","SUB4636","RV3063","Brain","Unknown","TZA: Tanzania","Pos1","Unknown","19.38","NA","NA","NA","Positive","APHA",NA,11923,0,"Low coverage"
